,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,last_modified,latitude,longitude,location,name,currency,rate_type
1404,7619727,18017462,Entire home/apt,"Seattle, WA, United States",13,5.0,6,3.0,1.0,200,2018-12-20 03:03:36.324535,47.683406,-122.301445,0101000020E6100000BC22F8DF4A935EC0F1F109D979D74740,Charming 3 bedroom home in Seattle,USD,nightly
1405,7620024,39738228,Entire home/apt,"Bellevue, WA, United States",54,5.0,2,1.0,1.0,129,2018-12-20 03:38:11.37936,47.606919,-122.19066799999999,0101000020E610000033198EE7338C5EC017299485AFCD4740,Downtown Bellevue Private Suite,USD,nightly
1406,7630155,18948070,Private room,"Seattle, WA, United States",167,5.0,3,1.0,1.5,95,2018-12-20 04:08:20.09715,47.549869,-122.292549,0101000020E61000008FDE701FB9925EC0C80A7E1B62C64740,Urban Cannabis-Friendly Cabin Retreat,USD,nightly
1407,7636185,2777369,Entire home/apt,"Seattle, WA, United States",254,5.0,3,0.0,1.0,50,2018-12-20 02:52:53.739047,47.572876,-122.309877,0101000020E610000016325706D5935EC0E754320054C94740,Escape to a Vintage Cottage near Jefferson Park,USD,nightly
1408,7638263,39401590,Private room,"Seattle, WA, United States",116,5.0,2,1.0,1.5,69,2018-12-20 03:11:23.588054,47.636613,-122.323131,0101000020E6100000B954A52DAE945EC0AE9AE7887CD14740,Centrally Located Townhouse on Private Floor with a View,USD,nightly
1409,7638282,13424313,Entire home/apt,"Seattle, WA, United States",132,5.0,2,1.0,1.0,115,2018-12-20 03:01:38.0563,47.697178,-122.31174399999999,0101000020E61000005A2E1B9DF3935EC0CFBEF2203DD94740,Tall Trees Backyard Retreat,USD,nightly
1410,7646637,40122496,Entire home/apt,"Seattle, WA, United States",33,5.0,4,4.0,2.0,224,2018-12-20 03:29:23.62552,47.661770000000004,-122.361281,0101000020E6100000A3EA573A1F975EC0A9BC1DE1B4D44740,~ Private & Relaxing Home in Fremont ~,USD,nightly
1411,7660932,13960065,Entire home/apt,"Seattle, WA, United States",50,5.0,1,1.0,1.0,115,2018-12-20 03:46:05.099272,47.613566,-122.290058,0101000020E61000005DFC6D4F90925EC001F8A75489CE4740,Chic detached studio/apt in Madrona neighborhood,USD,nightly
1412,7661577,40215306,Entire home/apt,"Seattle, WA, United States",119,5.0,4,1.0,1.0,79,2018-12-20 03:01:32.164543,47.67454,-122.315692,0101000020E6100000F7E6374C34945EC003ECA35357D64740,"Great apartment near shops, parks, transit & UW",USD,nightly
1413,7662775,24905379,Entire home/apt,"Seattle, WA, United States",82,4.5,2,1.0,1.0,190,2018-12-20 03:29:40.633054,47.653434000000004,-122.35184299999999,0101000020E6100000E694809884965EC0170CAEB9A3D34740,1 BR Apt in the heart of Fremont,USD,nightly
1416,7665415,3286649,Entire home/apt,"Seattle, WA, United States",77,5.0,4,2.0,1.0,99,2018-12-20 04:12:10.658312,47.559731,-122.38696200000001,0101000020E6100000DDB243FCC3985EC058C7F143A5C74740,The Hideout at Alaska Junction,USD,nightly
1417,7676574,5011779,Entire home/apt,"Seattle, WA, United States",14,5.0,8,2.0,1.0,200,2018-12-20 03:36:45.727884,47.641186,-122.40351899999999,0101000020E610000023145B41D3995EC09753026212D24740,Spectacular Magnolia View Home,USD,nightly
1418,7678064,36057637,Entire home/apt,"Seattle, WA, United States",76,5.0,8,3.0,3.5,191,2018-12-20 03:26:22.431266,47.626076,-122.344504,0101000020E6100000D655815A0C965EC0BE67244223D04740,3+bd/3.5ba  Seattle Center Twnhse,USD,nightly
1419,7680946,25667285,Private room,"Seattle, WA, United States",3,5.0,1,1.0,1.0,70,2018-12-20 03:08:07.354079,47.686184000000004,-122.380555,0101000020E610000013D55B035B985EC0EC8497E0D4D74740,Solar powered suite in Ballard,USD,nightly
1420,7692281,40398665,Entire home/apt,"Seattle, WA, United States",6,5.0,2,1.0,1.0,99,2018-12-20 03:29:36.442987,47.649774,-122.38390600000001,0101000020E61000003EAF78EA91985EC043E55FCB2BD34740,"Beautiful modern, cute and cozy Apt",USD,nightly
1421,7693217,2390150,Private room,"Seattle, WA, United States",25,5.0,1,1.0,1.0,19,2018-12-20 02:52:03.230391,47.552515,-122.293456,0101000020E610000029B4ACFBC7925EC054C6BFCFB8C64740,Sweet room with an urban forest feel,USD,nightly
1422,7697170,658155,Entire home/apt,"Seattle, WA, United States",137,5.0,6,2.0,1.0,100,2018-12-20 03:20:34.618482,47.628738,-122.32148000000001,0101000020E61000005B94D92093945EC050E09D7C7AD04740,Capitol Hill Historic District,USD,nightly
1423,7697340,9060841,Entire home/apt,"Seattle, WA, United States",67,5.0,6,3.0,2.5,199,2018-12-20 03:20:48.646363,47.639931,-122.32283999999999,0101000020E6100000CD751A69A9945EC029594E42E9D14740,3 Bedroom Modern Designer Home w/ Lake Views!,USD,nightly
1425,7698701,40437727,Private room,"Seattle, WA, United States",14,5.0,3,1.0,1.0,84,2018-12-20 03:12:45.610071,47.656515,-122.329451,0101000020E61000009CA8A5B915955EC0AE2AFBAE08D44740,Roomy Wallingford nest with a view!,USD,nightly
1426,7713599,18051211,Entire home/apt,"Seattle, WA, United States",43,5.0,5,2.0,1.0,107,2018-12-20 04:12:10.666917,47.552191,-122.374075,0101000020E610000014D044D8F0975EC0A112D731AEC64740,Charming Camp Long Craftsman MIL unit,USD,nightly
1427,7717813,40550531,Entire home/apt,"Seattle, WA, United States",55,5.0,4,1.0,1.0,165,2018-12-20 03:17:23.511437,47.618155,-122.28758300000001,0101000020E6100000ADF886C267925EC0F06DFAB31FCF4740,Sun filled Madrona cottage,USD,nightly
1428,7718139,301107,Entire home/apt,"Seattle, WA, United States",19,5.0,2,1.0,0.5,65,2018-12-20 04:03:13.896469,47.577388,-122.30436100000001,0101000020E6100000624B8FA67A935EC02A8D98D9E7C94740,Abba's Urban Seattle Tent #Glamping,USD,nightly
1429,7735282,10558142,Entire home/apt,"Seattle, WA, United States",252,5.0,3,0.0,1.0,50,2018-12-20 03:44:39.830603,47.61176,-122.32141599999999,0101000020E6100000501A6A1492945EC01F80D4264ECE4740,Great Value from Super Host,USD,nightly
1430,7735313,10558142,Entire home/apt,"Seattle, WA, United States",206,5.0,4,0.0,1.0,45,2018-12-20 03:44:35.542949,47.611714,-122.328602,0101000020E61000009DD9AED007955EC0AF40F4A44CCE4740,Intercity Canopy,USD,nightly
1431,7745196,398005,Entire home/apt,"Seattle, WA, United States",140,5.0,4,1.0,1.0,73,2018-12-20 03:14:11.060939,47.656827,-122.34486499999998,0101000020E61000003E22A64412965EC09D103AE812D44740,Modern Seattle Apt. | Quiet & Close To Everything!,USD,nightly
1432,7746170,40716728,Private room,"Seattle, WA, United States",162,5.0,2,1.0,1.0,37,2018-12-20 02:52:00.344693,47.557318,-122.37778200000001,0101000020E61000001EC18D942D985EC06FBC3B3256C74740,"Cozy Bedroom, Deck, Free Parking",USD,nightly
1433,7748349,15288819,Private room,"Seattle, WA, United States",57,5.0,2,1.0,1.0,45,2018-12-20 02:59:18.317625,47.694537,-122.33189499999999,0101000020E61000002EAD86C43D955EC0546EA296E6D84740,Loft Room,USD,nightly
1434,7748778,301107,Entire home/apt,"Seattle, WA, United States",15,5.0,3,1.0,1.0,135,2018-12-20 04:03:13.885168,47.577433,-122.305475,0101000020E6100000B8AF03E78C935EC0CA501553E9C94740,Thor's Scamper Urban City Camper,USD,nightly
1435,7748866,40733844,Private room,"Seattle, WA, United States",34,5.0,2,1.0,1.0,110,2018-12-20 03:29:40.626879,47.667139,-122.35838899999999,0101000020E6100000C18F6AD8EF965EC06D718DCF64D54740,Sunny Retreat  in Olympic View Home,USD,nightly
1436,7764969,40710243,Entire home/apt,"Kirkland, WA, United States",8,5.0,6,3.0,2.5,167,2018-12-20 02:56:32.553226,47.688155,-122.19053400000001,0101000020E6100000ABB184B5318C5EC019CA897615D84740,3bdr home near downtown Kirkland,USD,nightly
1437,7768727,40861497,Private room,"Seattle, WA, United States",132,5.0,2,1.0,1.0,65,2018-12-20 03:49:34.110117,47.609965,-122.31563700000001,0101000020E6100000151A886533945EC0325A475513CE4740,Perfect Escape in Heart of Seattle,USD,nightly
1438,7772661,40885963,Entire home/apt,"Seattle, WA, United States",103,5.0,2,1.0,1.0,99,2018-12-20 03:32:23.829209,47.637375,-122.36941100000001,0101000020E610000017F2086EA4975EC0DD24068195D14740,:: Carriage House :: Queen Anne ::,USD,nightly
1439,7773668,20983122,Private room,"Seattle, WA, United States",157,5.0,2,1.0,1.0,69,2018-12-20 03:53:53.484365,47.614703000000006,-122.32853300000001,0101000020E610000008AA46AF06955EC065E08096AECE4740,"Room in Capitol Hill, Seattle",USD,nightly
1440,7775167,9763076,Private room,"Seattle, WA, United States",32,5.0,1,1.0,1.0,58,2018-12-20 03:46:28.355243,47.613163,-122.282326,0101000020E6100000DF3312A111925EC0020F0C207CCE4740,Lake Views and Bald Eagle sightings,USD,nightly
1441,7776701,40912896,Entire home/apt,"Seattle, WA, United States",28,5.0,4,2.0,2.0,239,2018-12-20 04:05:04.968245,47.576853,-122.416362,0101000020E61000000553CDACA59A5EC0BCCCB051D6C94740,"Beautiful, private waterfront beach duplex on Alki",USD,nightly
1442,7788695,30979808,Entire home/apt,"Seattle, WA, United States",296,5.0,2,1.0,1.0,59,2018-12-20 02:59:19.365166,47.700363,-122.370906,0101000020E6100000F9F884ECBC975EC00B2AAA7EA5D94740,Private Entry Modern Suite,USD,nightly
1443,7789438,2594393,Entire home/apt,"Seattle, WA, United States",108,5.0,2,1.0,1.0,159,2018-12-20 03:51:07.355649,47.615332,-122.323546,0101000020E61000001A3048FAB4945EC05517F032C3CE4740,Sunny & Decorative Capitol Hill Apt,USD,nightly
1445,7800238,41056418,Entire home/apt,"Seattle, WA, United States",213,5.0,2,1.0,1.0,85,2018-12-20 04:07:18.404209,47.557082,-122.309203,0101000020E6100000CE3461FBC9935EC05B9885764EC74740,Private Garden Cottage,USD,nightly
1446,7805332,16966680,Entire home/apt,"Seattle, WA, United States",131,5.0,2,0.0,1.0,53,2018-12-20 03:15:19.058799,47.62447,-122.29808600000001,0101000020E61000004F594DD713935EC0A4AA09A2EECF4740,Cozy Studio Near Capitol Hill,USD,nightly
1447,7806698,4962900,Entire home/apt,"Seattle, WA, United States",74,4.5,5,2.0,2.0,125,2018-12-20 04:05:44.742053,47.61295,-122.349747,0101000020E6100000F1B73D4162965EC0A60A462575CE4740,Steps to Waterfront and Market!,USD,nightly
1448,7807090,4962900,Entire home/apt,"Seattle, WA, United States",35,4.5,5,2.0,2.0,110,2018-12-20 03:55:54.031012,47.613289,-122.349473,0101000020E6100000717500C45D965EC08FFF024180CE4740,Walk to Pike Place Market!,USD,nightly
1449,7807169,4962900,Entire home/apt,"Seattle, WA, United States",39,4.5,5,2.0,2.0,110,2018-12-20 03:56:01.926962,47.612499,-122.348258,0101000020E61000008124ECDB49965EC096EA025E66CE4740,Amazing Views of Elliott Bay!,USD,nightly
1450,7807268,4962900,Entire home/apt,"Seattle, WA, United States",7,5.0,5,2.0,2.0,110,2018-12-20 04:05:14.594809,47.613627,-122.349782,0101000020E6100000B0AE0AD462965EC0A7785C548BCE4740,Modern Trendy Belltown Location!,USD,nightly
1451,7823973,41193990,Entire home/apt,"Seattle, WA, United States",30,5.0,2,1.0,1.0,72,2018-12-20 03:15:59.547054,47.624059,-122.30056699999999,0101000020E610000070D05E7D3C935EC022E3512AE1CF4740,Garden view quiet one bedroom,USD,nightly
1452,7824030,1974709,Entire home/apt,"Seattle, WA, United States",82,5.0,2,2.0,1.0,199,2018-12-20 04:12:10.662364,47.513536,-122.39603000000001,0101000020E6100000088F368E58995EC0CAA8328CBBC14740,West Seattle Waterfront Suite,USD,nightly
1453,7836953,257237,Entire home/apt,"Seattle, WA, United States",3,5.0,10,4.0,2.5,375,2018-12-20 04:12:46.440191,47.561646,-122.39707299999999,0101000020E6100000FA47DFA469995EC0F1F62004E4C74740,*Beautiful Views West Seattle Home*,USD,nightly
1454,7840228,8534462,Entire home/apt,"Seattle, WA, United States",28,5.0,3,1.0,1.0,140,2018-12-20 03:26:14.628384,47.620279,-122.339215,0101000020E610000002D4D4B2B5955EC0A2B2614D65CF4740,Westlake Condos 1BD 3,USD,nightly
1455,7841397,25973628,Entire home/apt,"Seattle, WA, United States",78,5.0,6,2.0,1.0,58,2018-12-20 03:29:19.850052,47.647562,-122.35739,0101000020E6100000B77A4E7ADF965EC0F110C64FE3D24740,Not Your Mother in Law's MIL,USD,nightly
1456,7843995,10558142,Entire home/apt,"Seattle, WA, United States",269,5.0,3,1.0,1.0,62,2018-12-20 03:18:24.205395,47.618139,-122.32548200000001,0101000020E6100000F25B74B2D4945EC0EAB0C22D1FCF4740,Seattle City View on Capitol Hill,USD,nightly
1457,7859906,40861497,Private room,"Seattle, WA, United States",150,4.5,2,1.0,1.0,60,2018-12-20 03:49:16.442548,47.611369,-122.31452900000001,0101000020E610000030293E3E21945EC0E564E25641CE4740,Modern Room Close To All the Action,USD,nightly
1458,7871885,41487915,Entire home/apt,"Seattle, WA, United States",99,5.0,2,0.0,1.0,99,2018-12-20 03:15:28.061037,47.630773,-122.30332299999999,0101000020E6100000FA47DFA469935EC093196F2BBDD04740,Capitol Hill Carriage House,USD,nightly
1459,7873789,1645336,Entire home/apt,"Seattle, WA, United States",345,5.0,7,2.0,1.0,75,2018-12-20 03:06:53.656896,47.683128,-122.370979,0101000020E61000002E20B41EBE975EC0AF7D01BD70D74740,"REAL BEDS, piano, comfort await you!",USD,nightly
1460,7884782,10558142,Entire home/apt,"Seattle, WA, United States",290,5.0,3,1.0,1.0,68,2018-12-20 03:44:17.651454,47.614089,-122.320503,0101000020E610000046D1031F83945EC0ABEAE5779ACE4740,Mt. Rainier view Pike Street,USD,nightly
1461,7886645,10809703,Entire home/apt,"Seattle, WA, United States",190,5.0,2,1.0,1.0,46,2018-12-20 02:58:40.430204,47.675247999999996,-122.320554,0101000020E610000087A6ECF483945EC03F58C6866ED64740,Stunning Private Seattle Suite in Greenlake,USD,nightly
1462,7886656,4181260,Entire home/apt,"Seattle, WA, United States",175,5.0,4,2.0,1.0,69,2018-12-20 04:11:21.394772,47.559256,-122.384556,0101000020E6100000C2DEC4909C985EC0BF0B5BB395C74740,OUTSTANDING! OUR GUESTS’ REVIEWS DESCRIBE IT BEST!,USD,nightly
1463,7887651,29952162,Private room,"Seattle, WA, United States",17,5.0,2,1.0,1.0,72,2018-12-20 04:03:22.10802,47.587861,-122.313975,0101000020E6100000BE30992A18945EC003CC7C073FCB4740,Master suite with a view rooftop,USD,nightly
1464,7894811,41623684,Entire home/apt,"Newcastle, WA, United States",5,4.5,2,1.0,1.0,63,2018-12-20 03:38:11.377914,47.533874,-122.162825,0101000020E6100000287E8CB96B8A5EC0A417B5FB55C44740,Luxury Condo only 20 minutes from Seattle,USD,nightly
1465,7900056,6885026,Entire home/apt,"Seattle, WA, United States",32,4.5,8,4.0,2.0,142,2018-12-20 03:14:34.454915,47.666985,-122.339402,0101000020E61000009C8C2AC3B8955EC016F6B4C35FD54740,A+ Home for 8 near Green Lake-UW,USD,nightly
1466,7900497,23027452,Entire home/apt,"Seattle, WA, United States",32,5.0,2,1.0,1.0,90,2018-12-20 04:04:50.925496,47.566547,-122.36544199999999,0101000020E61000006EA5D76663975EC0CE52B29C84C84740,Private Stay in West Seattle!,USD,nightly
1467,7902005,39703249,Entire home/apt,"Seattle, WA, United States",66,5.0,2,1.0,1.0,124,2018-12-20 03:31:28.169698,47.643694,-122.397976,0101000020E6100000F225547078995EC0D350A39064D24740,Magnolia Village 1 bedroom New MIL Apartment,USD,nightly
1468,7921065,7905102,Entire home/apt,"Seattle, WA, United States",146,5.0,3,1.0,1.0,165,2018-12-20 03:28:13.690067,47.661038,-122.38678300000001,0101000020E610000085E97B0DC1985EC0E5B4A7E49CD44740,UNIQUE SEATTLE EXPERIENCE,USD,nightly
1469,7921453,29543681,Entire home/apt,"Seattle, WA, United States",0,,4,0.0,1.0,375,2018-12-20 04:08:45.276096,47.539035,-122.294243,0101000020E6100000EC8497E0D4925EC01E335019FFC44740,Luxury RV for rent - Mercedes RV,USD,nightly
1470,7922663,41775435,Private room,"Seattle, WA, United States",67,5.0,2,1.0,1.0,60,2018-12-20 03:45:43.998513,47.589007,-122.29743300000001,0101000020E610000013F06B2409935EC0BB0ED59464CB4740,Beautiful Downtown View Room # 2,USD,nightly
1471,7935437,41846073,Entire home/apt,"Seattle, WA, United States",47,5.0,4,1.0,1.0,95,2018-12-20 03:01:44.038367,47.698744,-122.348347,0101000020E6100000392A37514B965EC05B23827170D94740,Garden Oasis,USD,nightly
1472,7938941,1007123,Entire home/apt,"Seattle, WA, United States",11,5.0,6,3.0,2.0,220,2018-12-20 04:03:13.893679,47.571426,-122.298328,0101000020E6100000CADE52CE17935EC0C40AB77C24C94740,Farmhouse in the city,USD,nightly
1473,7940358,1393266,Entire home/apt,"Seattle, WA, United States",29,5.0,4,2.0,2.0,215,2018-12-20 03:23:31.532107,47.621082,-122.31078500000001,0101000020E610000097C5C4E6E3935EC030116F9D7FCF4740,"Designer 2bd townhome, great location",USD,nightly
1474,7952930,26322633,Entire home/apt,"Seattle, WA, United States",91,4.5,4,2.0,1.0,73,2018-12-20 03:01:20.678075,47.703883000000005,-122.31589299999999,0101000020E61000004302469737945EC0ED9A90D618DA4740,Cozy basement apartment in house,USD,nightly
1475,7953211,13240442,Entire home/apt,"Seattle, WA, United States",27,4.5,6,3.0,1.0,175,2018-12-20 03:47:36.157007,47.607510999999995,-122.307585,0101000020E61000005FEFFE78AF935EC0EA7AA2EBC2CD4740,Central area home w/large backyard,USD,nightly
1476,7956337,41775435,Private room,"Seattle, WA, United States",85,5.0,2,1.0,1.0,50,2018-12-20 03:44:35.539112,47.588287,-122.29591200000002,0101000020E61000009D9FE238F0925EC0BBD408FD4CCB4740,Cozy Red Brick Room -Great Location,USD,nightly
1477,7985714,1243056,Shared room,"Seattle, WA, United States",5,5.0,1,1.0,3.5,55,2018-12-20 03:15:17.59174,47.650024,-122.332803,0101000020E6100000AF40F4A44C955EC0BCCE86FC33D34740,Lake Union Hacker House - 2FL 4p 2U,USD,nightly
1478,7987854,42157539,Entire home/apt,"Seattle, WA, United States",7,5.0,3,2.0,2.0,149,2018-12-20 04:00:31.092572,47.610659999999996,-122.34491499999999,0101000020E610000097395D1613965EC0D97C5C1B2ACE4740,2 BD Waterfront Condo - Top Floor - Great View,USD,nightly
1479,7988300,6531875,Private room,"Seattle , WA, United States",129,5.0,2,1.0,1.0,500,2018-12-20 04:05:08.525059,47.56234,-122.385897,0101000020E6100000F8A75489B2985EC0C79DD2C1FAC74740,Master suite / private bath @ The Junction,USD,nightly
1480,7988436,6531875,Private room,"Seattle, WA, United States",179,5.0,2,1.0,1.0,59,2018-12-20 04:04:37.291847,47.564407,-122.38706200000001,0101000020E61000008FE1B19FC5985EC01651137D3EC84740,Private bedroom / private bath @ The Junction,USD,nightly
1481,7995944,20435133,Entire home/apt,"Seattle, WA, United States",239,5.0,2,1.0,1.0,55,2018-12-20 02:59:17.628707,47.698887,-122.316879,0101000020E61000008272DBBE47945EC0BE4C142175D94740,The Maple Leaf Mother in Law,USD,nightly
1482,8002965,25330374,Private room,"Seattle, WA, United States",49,5.0,1,1.0,1.0,30,2018-12-20 03:03:40.675464,47.679532,-122.29880800000001,0101000020E61000001FF296AB1F935EC0F14A92E7FAD64740,Charming Home Near UW (Ravenna),USD,nightly
1483,8017832,6531875,Private room,"Seattle, WA, United States",196,5.0,2,1.0,1.0,64,2018-12-20 04:04:45.633195,47.563824,-122.388046,0101000020E6100000FED5E3BED5985EC0965984622BC84740,Pvt. Bed/Bath @ The junction - Walk Score 94!,USD,nightly
1484,8027776,35961304,Entire home/apt,"Seattle, WA, United States",312,4.5,4,0.0,1.0,77,2018-12-20 03:55:18.54597,47.615545000000004,-122.340443,0101000020E6100000BCC96FD1C9955EC0B01BB62DCACE4740,Beautiful & Clean Downtown Studio,USD,nightly
1485,8028801,8117374,Private room,"Seattle, WA, United States",71,4.5,2,1.0,1.0,58,2018-12-20 03:08:01.592186,47.691774,-122.365675,0101000020E6100000BF7D1D3867975EC08F1CE90C8CD84740,"Greenwood Go-To, private Bed/Bath",USD,nightly
1486,8029177,42393640,Entire home/apt,"Seattle, WA, United States",69,5.0,2,1.0,1.0,75,2018-12-20 03:36:45.721636,47.635436,-122.402472,0101000020E61000009163EB19C2995EC0BC5983F755D14740,Magnolia ADU,USD,nightly
1487,8035212,10903708,Entire home/apt,"Seattle, WA, United States",370,5.0,2,0.0,1.0,90,2018-12-20 03:54:15.75292,47.607841,-122.34014499999999,0101000020E610000078B988EFC4955EC07F15E0BBCDCD4740,Downtown Waterfront View next to Pike Place Market,USD,nightly
1488,8036620,42436525,Entire home/apt,"Seattle, WA, United States",22,5.0,8,4.0,3.5,500,2018-12-20 03:14:51.504051,47.647416,-122.321375,0101000020E610000021B0726891945EC01D740987DED24740,Elegant home in N. Capitol Hill,USD,nightly
1489,8051134,42518664,Entire home/apt,"Seattle, WA, United States",144,5.0,4,1.0,1.0,65,2018-12-20 02:58:41.734134,47.715759000000006,-122.366497,0101000020E61000004145D5AF74975EC0A968ACFD9DDB4740,In-City Park: Private Apt Sleeps 4,USD,nightly
1490,8053396,42529996,Entire home/apt,"Seattle, WA, United States",197,5.0,3,1.0,1.0,145,2018-12-20 03:55:23.823786,47.608738,-122.341181,0101000020E61000001041D5E8D5955EC08EEA7420EBCD4740,Pike Place Market GetAway a with View!,USD,nightly
1491,8053972,40609416,Entire home/apt,"Mercer Island, WA, United States",72,5.0,4,1.0,1.0,75,2018-12-20 03:37:55.943319,47.530882,-122.234017,0101000020E6100000506D7022FA8E5EC07D04FEF0F3C34740,Suite with Mt Rainier and Lake Washington view!,USD,nightly
1492,8053990,23228606,Private room,"Seattle, WA, United States",166,5.0,2,1.0,1.0,30,2018-12-20 03:05:16.429802,47.670887,-122.393029,0101000020E61000004B581B6327995EC0E1270EA0DFD54740,Nautical Bedroom in Modern House,USD,nightly
1493,8054302,42537846,Private room,"Seattle, WA, United States",146,4.5,2,1.0,1.0,35,2018-12-20 02:52:53.744901,47.624889,-122.31705500000001,0101000020E610000021020EA14A945EC0A950DD5CFCCF4740,307 @ Roy Street Commons Capitol Hill Micro Studio,USD,nightly
1494,8054902,4071088,Entire home/apt,"Seattle, WA, United States",245,5.0,6,2.0,1.0,77,2018-12-20 03:27:50.729375,47.654688,-122.3582,0101000020E6100000575BB1BFEC965EC0B58AFED0CCD34740,"2BR/1BA + parking in the ""Center of the Universe""",USD,nightly
1495,8055456,9606037,Entire home/apt,"Bellevue, WA, United States",45,5.0,7,5.0,2.0,175,2018-12-20 03:38:40.325175,47.5936,-122.154223,0101000020E6100000A05225CADE895EC0EB73B515FBCB4740,Spacious Mid-Century Modern View Home,USD,nightly
1496,8069192,1984006,Private room,"Seattle, WA, United States",44,5.0,2,1.0,1.0,105,2018-12-20 03:15:57.354155,47.616084,-122.298171,0101000020E61000006667D13B15935EC060CB2BD7DBCE4740,"Modern urban oasis--balcony, quiet, free parking",USD,nightly
1497,8080939,11299221,Entire home/apt,"Seattle, WA, United States",51,5.0,6,2.0,1.0,115,2018-12-20 03:14:58.084342,47.654534999999996,-122.345272,0101000020E61000005E0EBBEF18965EC02F8B89CDC7D34740,Fremont View apartment-monthly rates & pets,USD,nightly
1498,8081658,11299221,Entire home/apt,"Seattle, WA, United States",84,5.0,6,2.0,1.0,99,2018-12-20 03:12:45.601111,47.65462,-122.348075,0101000020E610000088635DDC46965EC05DA79196CAD34740,Fremont vintage apt-great low season monthly rates,USD,nightly
1499,8095168,3521823,Entire home/apt,"Seattle, WA, United States",5,5.0,2,1.0,1.0,70,2018-12-20 03:35:02.938697,47.6326,-122.369952,0101000020E6100000BF45274BAD975EC08CB96B09F9D04740,1 Bedroom Apt. in upper QA w/ view!,USD,nightly
1501,8099917,23972943,Entire home/apt,"Seattle, WA, United States",14,4.5,3,2.0,1.0,129,2018-12-20 03:03:35.156992,47.67263,-122.29188500000001,0101000020E6100000594C6C3EAE925EC07C2766BD18D64740,The Ravenna Apartment,USD,nightly
1502,8101791,23972943,Entire home/apt,"Seattle, WA, United States",15,5.0,2,1.0,1.0,99,2018-12-20 03:01:44.039713,47.67263,-122.29188500000001,0101000020E6100000594C6C3EAE925EC07C2766BD18D64740,Ravenna View Studio and Den Sunroom,USD,nightly
1503,8102349,42415214,Private room,"Seattle, WA, United States",117,5.0,2,1.0,1.0,41,2018-12-20 03:41:31.936317,47.578282,-122.393271,0101000020E6100000C6DD205A2B995EC0C8EE022505CA4740,West Seattle Crash Pad,USD,nightly
1504,8104742,32807985,Entire home/apt,"Seattle, WA, United States",177,4.5,10,3.0,3.5,150,2018-12-20 03:46:03.123245,47.595159,-122.29822800000001,0101000020E610000018B0E42A16935EC0C5758C2B2ECC4740,Modern Home at Seattle: Best for ~20 ppl!,USD,nightly
1505,8106157,41511294,Entire home/apt,"Seattle, WA, United States",150,5.0,2,1.0,1.0,95,2018-12-20 03:06:59.492908,47.67386,-122.387552,0101000020E6100000F65FE7A6CD985EC0910A630B41D64740,"""Little House"" Living in Ballard",USD,nightly
1506,8106263,42537846,Private room,"Seattle, WA, United States",167,5.0,2,1.0,1.0,49,2018-12-20 03:23:14.674439,47.624977,-122.316925,0101000020E61000003A92CB7F48945EC048E00F3FFFCF4740,302 @ Roy Street Commons Capitol Hill Micro Studio,USD,nightly
1509,8130467,9111906,Entire home/apt,"Seattle, WA, United States",125,5.0,4,1.0,1.0,92,2018-12-20 04:03:27.582874,47.581432,-122.312238,0101000020E610000061A417B5FB935EC0876C205D6CCA4740,Spacious & Cozy Basement Apartment on Light Rail,USD,nightly
1510,8131881,42940083,Entire home/apt,"Seattle, WA, United States",165,4.5,2,0.0,1.0,48,2018-12-20 03:15:37.092922,47.620051000000004,-122.309335,0101000020E610000086200725CC935EC0116DC7D45DCF4740,Private Studio apt in Capitol Hill,USD,nightly
1511,8132347,3681393,Entire home/apt,"Seattle, WA, United States",0,,8,2.0,2.0,199,2018-12-20 03:30:17.32292,47.666585999999995,-122.365652,0101000020E6100000E36DA5D766975EC059FCA6B052D54740,Seattle charmer-new remodel-Ballard,USD,nightly
1512,8147215,14379739,Entire home/apt,"Seattle, WA, United States",34,5.0,5,2.0,1.0,155,2018-12-20 03:06:38.266282,47.698337,-122.39271000000001,0101000020E6100000FAB31F2922995EC01B4B581B63D94740,Ballard Beach Getaway,USD,nightly
1513,8150145,26504229,Entire home/apt,"Seattle, WA, United States",70,5.0,6,3.0,3.0,311,2018-12-20 03:33:17.147212,47.625825,-122.350806,0101000020E6100000664F029B73965EC075029A081BD04740,3BR Townhome Near Seattle Center,USD,nightly
1514,8153673,35408303,Entire home/apt,"Seattle, WA, United States",16,5.0,3,1.0,1.0,130,2018-12-20 03:03:35.15003,47.674561,-122.27770600000001,0101000020E6100000CAF962EFC5915EC01A14CD0358D64740,NE of UW mother in law apartment,USD,nightly
1515,8154238,1243056,Shared room,"Seattle, WA, United States",8,5.0,1,1.0,1.0,38,2018-12-20 03:14:04.395327,47.657329,-122.317467,0101000020E6100000CAA31B6151945EC02FDB4E5B23D44740,UW Hacker House — Hopper — Upper Bunk,USD,nightly
1516,8155580,1243056,Shared room,"Seattle, WA, United States",3,5.0,1,1.0,1.0,65,2018-12-20 03:14:04.39632,47.658249,-122.31763899999999,0101000020E6100000C93B873254945EC0F6CFD38041D44740,UW Hacker House — Hopper — Lower Bunk,USD,nightly
