,Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
246,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-22,200.0,220.0,200.0,210.0,VERMONT,,sml,ORANGE,,,,,,,,N,
247,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,170.0,220.0,200.0,200.0,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,
248,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,250.0,300.0,260.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
249,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,200.0,240.0,210.0,210.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
250,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,250.0,280.0,250.0,255.0,MICHIGAN,,med-lge,ORANGE,,,,,,,,N,
251,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,180.0,225.0,200.0,210.0,PENNSYLVANIA,,med-lge,ORANGE,,,,,,,,N,
252,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,175.0,225.0,175.0,180.0,PENNSYLVANIA,,sml,ORANGE,,,,,,,,N,
253,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-10-29,200.0,220.0,200.0,210.0,VERMONT,,sml,ORANGE,,,,,,,,N,
254,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-05,240.0,300.0,260.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
255,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-05,190.0,240.0,210.0,210.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
256,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-05,240.0,240.0,240.0,240.0,NEW YORK,,med-lge,ORANGE,,,,,,,,N,
257,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-05,190.0,190.0,190.0,190.0,PENNSYLVANIA,,med-lge,ORANGE,,,,,,,,N,
258,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-12,200.0,240.0,200.0,220.0,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
259,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-12,200.0,240.0,200.0,220.0,NEW YORK,,med-lge,ORANGE,,,,,,,,N,
260,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-12,200.0,240.0,200.0,220.0,PENNSYLVANIA,,med-lge,ORANGE,,,,,,,,N,
261,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-19,200.0,220.0,200.0,200.0,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
262,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-19,200.0,220.0,200.0,200.0,NEW YORK,,med-lge,ORANGE,,,,,,,,N,
263,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-19,200.0,220.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,,,,,,,N,
264,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-26,200.0,220.0,200.0,200.0,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,
265,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-26,200.0,220.0,200.0,200.0,NEW YORK,,med-lge,ORANGE,,,,,,,,N,
266,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2016-11-26,200.0,220.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,,,,,,,N,
267,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-02,300.0,300.0,300.0,300.0,MASSACHUSETTS,,,,,PER BIN,,,,,,N,
268,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-09,300.0,300.0,300.0,300.0,MASSACHUSETTS,,,,,PER BIN,,,,,,N,
269,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-09,200.0,200.0,200.0,200.0,PENNSYLVANIA,,,,,PER BIN,,,,,,N,
270,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-16,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,,,PER BIN,,,,,,N,
271,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-16,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
272,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-16,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,,,PER BIN,,,,,,N,
273,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-23,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,,,PER BIN,,,,,,N,
274,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-23,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
275,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-23,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,,,PER BIN,,,,,,N,
276,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-30,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,,,PER BIN,,,,,,N,
277,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-30,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
278,PUMPKINS,BOSTON,,36 inch bins,PIE TYPE,,,2017-09-30,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,,,PER BIN,,,,,,N,
279,PUMPKINS,BOSTON,,bushel cartons,PIE TYPE,,,2017-09-23,20.0,24.0,24.0,24.0,MASSACHUSETTS,,med-lge,,,,,,,,,N,
280,PUMPKINS,BOSTON,,bushel cartons,PIE TYPE,,,2017-09-30,20.0,24.0,24.0,24.0,MASSACHUSETTS,,med-lge,,,,,,,,,N,
281,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
282,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
283,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
284,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
285,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
286,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
287,PUMPKINS,BOSTON,,24 inch bins,BLUE TYPE,,,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
288,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
289,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
290,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
291,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
292,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
293,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
294,PUMPKINS,BOSTON,,24 inch bins,KNUCKLE HEAD,,,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
295,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
296,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
297,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
298,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
299,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
300,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
301,PUMPKINS,BOSTON,,24 inch bins,BIG MACK TYPE,,,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,
302,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-09,175.0,175.0,175.0,175.0,MASSACHUSETTS,,,,,PER BIN,,,,,,N,
303,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,200.0,225.0,225.0,225.0,MASSACHUSETTS,,jbo,,,PER BIN,,,,,,N,
304,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,,xlge,,,PER BIN,,,,,,N,
305,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,,lge,,,PER BIN,,,,,,N,
306,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,,med,,,PER BIN,,,,,,N,
307,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,175.0,200.0,175.0,175.0,MASSACHUSETTS,,sml,,,PER BIN,,,,,,N,
308,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,200.0,225.0,225.0,225.0,PENNSYLVANIA,,jbo,,,PER BIN,,,,,,N,
309,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-16,175.0,200.0,200.0,200.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
310,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,200.0,225.0,210.0,225.0,MASSACHUSETTS,,jbo,,,PER BIN,,,,,,N,
311,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,175.0,200.0,185.0,200.0,MASSACHUSETTS,,xlge,,,PER BIN,,,,,,N,
312,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,175.0,200.0,175.0,200.0,MASSACHUSETTS,,lge,,,PER BIN,,,,,,N,
313,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,175.0,200.0,175.0,200.0,MASSACHUSETTS,,med,,,PER BIN,,,,,,N,
314,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,175.0,200.0,175.0,175.0,MASSACHUSETTS,,sml,,,PER BIN,,,,,,N,
315,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,200.0,225.0,225.0,225.0,PENNSYLVANIA,,jbo,,,PER BIN,,,,,,N,
316,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-23,175.0,200.0,185.0,200.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
317,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,200.0,225.0,210.0,225.0,MASSACHUSETTS,,jbo,,,PER BIN,,,,,,N,
318,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,175.0,200.0,185.0,200.0,MASSACHUSETTS,,xlge,,,PER BIN,,,,,,N,
319,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,175.0,200.0,175.0,190.0,MASSACHUSETTS,,lge,,,PER BIN,,,,,,N,
320,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,175.0,200.0,175.0,185.0,MASSACHUSETTS,,med,,,PER BIN,,,,,,N,
321,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,175.0,200.0,175.0,175.0,MASSACHUSETTS,,sml,,,PER BIN,,,,,,N,
322,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,200.0,225.0,225.0,225.0,PENNSYLVANIA,,jbo,,,PER BIN,,,,,,N,
323,PUMPKINS,BOSTON,,36 inch bins,BIG MACK TYPE,,,2017-09-30,175.0,200.0,185.0,200.0,PENNSYLVANIA,,xlge,,,PER BIN,,,,,,N,
324,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
325,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
326,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
327,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
328,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
329,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
330,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
331,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
332,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
333,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
334,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
335,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
336,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
337,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,FLAT TYPE,,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
338,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
339,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
340,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
341,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
342,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
343,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
344,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
345,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
346,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
347,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
348,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
349,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
350,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,WHITE,,,,,,,,N,
351,PUMPKINS,BOSTON,,1/2 bushel cartons,MINIATURE,ROUND TYPE,,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,
0,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-16,200.0,225.0,200.0,225.0,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,
1,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-16,200.0,220.0,200.0,220.0,ILLINOIS,,lge,ORANGE,,,,,,,,N,
2,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-23,200.0,225.0,200.0,225.0,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,
3,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-23,200.0,220.0,200.0,220.0,ILLINOIS,,lge,ORANGE,,,,,,,,N,
4,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-30,200.0,225.0,200.0,225.0,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,
5,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN TYPE,,,2017-09-30,200.0,220.0,200.0,220.0,ILLINOIS,,lge,ORANGE,,,,,,,,N,
6,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-09-24,135.0,135.0,135.0,135.0,ILLINOIS,,lge,,,,,,,,,N,
7,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-09-24,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
8,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-01,130.0,135.0,130.0,135.0,ILLINOIS,,lge,,,,,,,,,N,
9,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-01,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
10,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-08,130.0,130.0,130.0,130.0,ILLINOIS,,lge,,,,,,,,,N,
11,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-08,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
12,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-15,130.0,135.0,130.0,135.0,ILLINOIS,,lge,,,,,,,,,N,
13,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-15,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
14,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-15,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
15,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-22,130.0,135.0,130.0,135.0,ILLINOIS,,lge,,,,,,,,,N,
16,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-22,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
17,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-22,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
18,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-29,125.0,135.0,125.0,135.0,ILLINOIS,,lge,,,,,,,,,N,
19,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-29,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
20,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-10-29,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
21,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-05,125.0,130.0,125.0,130.0,ILLINOIS,,lge,,,,,,,,,N,
22,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-05,130.0,130.0,130.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
23,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-05,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
24,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-12,125.0,130.0,125.0,130.0,ILLINOIS,,lge,,,,,,,,,N,
25,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-12,120.0,130.0,120.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
26,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-12,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
27,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-19,125.0,130.0,125.0,130.0,ILLINOIS,,lge,,,,,,,,,N,
28,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-19,100.0,130.0,100.0,130.0,MICHIGAN,,lge,,,,,,,,,N,
29,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-19,60.0,60.0,60.0,60.0,OHIO,,xlge,,,,,,,,,N,
30,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-26,125.0,125.0,125.0,125.0,ILLINOIS,,lge,,,,,,,,,N,
31,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-11-26,100.0,125.0,100.0,125.0,MICHIGAN,,lge,,,,,,,,,N,
32,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-12-03,125.0,125.0,125.0,125.0,ILLINOIS,,lge,,,,,,,,,N,
33,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-12-03,100.0,125.0,100.0,125.0,MICHIGAN,,lge,,,,,,,,,N,
34,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-12-10,125.0,125.0,125.0,125.0,ILLINOIS,,lge,,,,,,,,,N,
35,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2016-12-10,100.0,125.0,100.0,125.0,MICHIGAN,,lge,,,,,,,,,N,
36,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2017-09-23,170.0,170.0,170.0,170.0,MICHIGAN,,xlge,,,,,,,,,N,
37,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN TYPE,,,2017-09-30,170.0,170.0,170.0,170.0,MICHIGAN,,xlge,,,,,,,,,N,
38,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-02,200.0,200.0,200.0,200.0,ILLINOIS,,med-lge,,,,,,,,,N,
39,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-09,200.0,200.0,200.0,200.0,ILLINOIS,,med-lge,,,,,,,,,N,
40,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-16,200.0,200.0,200.0,200.0,ILLINOIS,,med-lge,,,,,,,,,N,
41,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-23,200.0,200.0,200.0,200.0,ILLINOIS,,med-lge,,,,,,,,,N,
42,PUMPKINS,CHICAGO,,24 inch bins,HOWDEN WHITE TYPE,,,2017-09-30,200.0,200.0,200.0,200.0,ILLINOIS,,med-lge,,,,,,,,,N,
43,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN WHITE TYPE,,,2016-09-24,150.0,150.0,150.0,150.0,ILLINOIS,,lge,,,,,,,,,N,
44,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN WHITE TYPE,,,2016-10-01,150.0,150.0,150.0,150.0,ILLINOIS,,lge,,,,,,,,,N,
45,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN WHITE TYPE,,,2016-10-08,150.0,150.0,150.0,150.0,ILLINOIS,,lge,,,,,,,,,N,
46,PUMPKINS,CHICAGO,,36 inch bins,HOWDEN WHITE TYPE,,,2016-10-15,150.0,150.0,150.0,150.0,ILLINOIS,,lge,,,,,,,,,N,
