,city_name,package,variety,date,origin,origin_district,item_size,color,unit_of_sale,repack,organic,price
238,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,jumbo,ORANGE,,N,False,218.75
239,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,extra large,ORANGE,,N,False,201.25
240,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,large,ORANGE,,N,False,201.25
241,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,medium large,ORANGE,,N,False,196.25
242,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,medium,ORANGE,,N,False,193.75
243,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MASSACHUSETTS,,small,ORANGE,,N,False,191.25
244,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MICHIGAN,,jumbo,ORANGE,,N,False,177.5
245,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,MICHIGAN,,extra large,ORANGE,,N,False,176.25
246,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,PENNSYLVANIA,,extra large,ORANGE,,N,False,150.0
247,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-01,PENNSYLVANIA,,large,ORANGE,,N,False,150.0
248,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,extra jumbo,ORANGE,,N,False,172.5
249,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,jumbo,ORANGE,,N,False,172.5
250,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,ONTARIO,extra large,ORANGE,,N,False,172.5
251,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,extra large,ORANGE,,N,False,172.5
252,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,large,ORANGE,,N,False,166.25
253,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,ONTARIO,large,ORANGE,,N,False,167.5
254,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,medium large,ORANGE,,N,False,152.5
255,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,medium,ORANGE,,N,False,150.0
256,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,CANADA,QUEBEC,small,ORANGE,,N,False,145.0
257,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,jumbo,ORANGE,,N,False,218.75
258,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,extra large,ORANGE,,N,False,201.25
259,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,large,ORANGE,,N,False,201.25
260,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,medium large,ORANGE,,N,False,196.25
261,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,medium,ORANGE,,N,False,193.75
262,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MASSACHUSETTS,,small,ORANGE,,N,False,191.25
263,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MICHIGAN,,jumbo,ORANGE,,N,False,177.5
264,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,MICHIGAN,,extra large,ORANGE,,N,False,176.25
265,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,PENNSYLVANIA,,extra large,ORANGE,,N,False,150.0
266,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-08,PENNSYLVANIA,,large,ORANGE,,N,False,150.0
267,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,extra jumbo,ORANGE,,N,False,172.5
268,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,jumbo,ORANGE,,N,False,172.5
269,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,ONTARIO,extra large,ORANGE,,N,False,172.5
270,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,extra large,ORANGE,,N,False,172.5
271,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,ONTARIO,large,ORANGE,,N,False,167.5
272,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,large,ORANGE,,N,False,166.25
273,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,medium large,ORANGE,,N,False,152.5
274,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,medium,ORANGE,,N,False,150.0
275,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,CANADA,QUEBEC,small,ORANGE,,N,False,145.0
276,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,jumbo,ORANGE,,N,False,218.75
277,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,extra large,ORANGE,,N,False,201.25
278,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,large,ORANGE,,N,False,201.25
279,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,medium large,ORANGE,,N,False,196.25
280,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,medium,ORANGE,,N,False,193.75
281,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MASSACHUSETTS,,small,ORANGE,,N,False,191.25
282,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MICHIGAN,,jumbo,ORANGE,,N,False,177.5
283,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,MICHIGAN,,extra large,ORANGE,,N,False,176.25
284,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,PENNSYLVANIA,,extra large,ORANGE,,N,False,150.0
285,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-15,PENNSYLVANIA,,large,ORANGE,,N,False,150.0
286,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,extra jumbo,ORANGE,,N,False,167.5
287,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,jumbo,ORANGE,,N,False,171.25
288,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,ONTARIO,extra large,ORANGE,,N,False,166.25
289,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,extra large,ORANGE,,N,False,171.25
290,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,large,ORANGE,,N,False,165.0
291,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,ONTARIO,large,ORANGE,,N,False,161.25
292,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,medium large,ORANGE,,N,False,151.25
293,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,medium,ORANGE,,N,False,148.75
294,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,CANADA,QUEBEC,small,ORANGE,,N,False,141.25
295,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,jumbo,ORANGE,,N,False,216.25
296,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,extra large,ORANGE,,N,False,200.0
297,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,large,ORANGE,,N,False,198.75
298,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,medium large,ORANGE,,N,False,193.75
299,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,medium,ORANGE,,N,False,192.5
300,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,188.75
301,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MICHIGAN,,jumbo,ORANGE,,N,False,175.0
302,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,MICHIGAN,,extra large,ORANGE,,N,False,170.0
303,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,PENNSYLVANIA,,extra large,ORANGE,,N,False,148.75
304,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-22,PENNSYLVANIA,,large,ORANGE,,N,False,148.75
305,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,extra jumbo,ORANGE,,N,False,167.5
306,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,jumbo,ORANGE,,N,False,171.25
307,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,extra large,ORANGE,,N,False,171.25
308,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,ONTARIO,extra large,ORANGE,,N,False,166.25
309,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,ONTARIO,large,ORANGE,,N,False,161.25
310,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,large,ORANGE,,N,False,165.0
311,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,medium large,ORANGE,,N,False,151.25
312,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,medium,ORANGE,,N,False,148.75
313,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,CANADA,QUEBEC,small,ORANGE,,N,False,141.25
314,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,jumbo,ORANGE,,N,False,208.75
315,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,extra large,ORANGE,,N,False,196.25
316,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,large,ORANGE,,N,False,193.75
317,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,medium large,ORANGE,,N,False,186.25
318,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,medium,ORANGE,,N,False,183.75
319,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,181.25
320,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MICHIGAN,,jumbo,ORANGE,,N,False,170.0
321,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,MICHIGAN,,extra large,ORANGE,,N,False,165.0
322,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,PENNSYLVANIA,,extra large,ORANGE,,N,False,148.75
323,BOSTON,36 inch bins,HOWDEN TYPE,2016-10-29,PENNSYLVANIA,,large,ORANGE,,N,False,148.75
324,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,jumbo,ORANGE,,N,False,208.75
325,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,extra large,ORANGE,,N,False,196.25
326,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,large,ORANGE,,N,False,193.75
327,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,medium large,ORANGE,,N,False,186.25
328,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,medium,ORANGE,,N,False,183.75
329,BOSTON,36 inch bins,HOWDEN TYPE,2016-11-05,MASSACHUSETTS,,small,ORANGE,,N,False,181.25
330,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MASSACHUSETTS,,jumbo,,PER BIN,N,False,215.0
331,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MASSACHUSETTS,,extra large,,PER BIN,N,False,190.0
332,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MASSACHUSETTS,,large,,PER BIN,N,False,187.5
333,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MICHIGAN,,jumbo,,PER BIN,N,False,218.75
334,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MICHIGAN,,extra large,,PER BIN,N,False,193.75
335,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-23,MICHIGAN,,large,,PER BIN,N,False,193.75
336,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MASSACHUSETTS,,jumbo,,PER BIN,N,False,215.0
337,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MASSACHUSETTS,,extra large,,PER BIN,N,False,190.0
338,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MASSACHUSETTS,,large,,PER BIN,N,False,181.25
339,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MICHIGAN,,jumbo,,PER BIN,N,False,218.75
340,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MICHIGAN,,extra large,,PER BIN,N,False,193.75
341,BOSTON,36 inch bins,HOWDEN TYPE,2017-09-30,MICHIGAN,,large,,PER BIN,N,False,193.75
342,BOSTON,24 inch bins,CINDERELLA,2016-09-24,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
343,BOSTON,24 inch bins,CINDERELLA,2016-09-24,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
344,BOSTON,24 inch bins,CINDERELLA,2016-10-01,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
345,BOSTON,24 inch bins,CINDERELLA,2016-10-01,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
346,BOSTON,24 inch bins,CINDERELLA,2016-10-08,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
347,BOSTON,24 inch bins,CINDERELLA,2016-10-08,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
348,BOSTON,24 inch bins,CINDERELLA,2016-10-15,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
349,BOSTON,24 inch bins,CINDERELLA,2016-10-15,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
350,BOSTON,24 inch bins,CINDERELLA,2016-10-22,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
351,BOSTON,24 inch bins,CINDERELLA,2016-10-22,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
352,BOSTON,24 inch bins,CINDERELLA,2016-10-29,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
353,BOSTON,24 inch bins,CINDERELLA,2016-10-29,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
354,BOSTON,24 inch bins,CINDERELLA,2016-11-05,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
355,BOSTON,24 inch bins,CINDERELLA,2016-11-05,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
356,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-09-24,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
357,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-10-01,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
358,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-10-08,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
359,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-10-15,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
360,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
361,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
362,BOSTON,1/2 bushel cartons,FAIRYTALE,2016-11-05,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
363,BOSTON,24 inch bins,FAIRYTALE,2016-09-24,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
364,BOSTON,24 inch bins,FAIRYTALE,2016-09-24,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
365,BOSTON,24 inch bins,FAIRYTALE,2016-10-01,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
366,BOSTON,24 inch bins,FAIRYTALE,2016-10-01,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
367,BOSTON,24 inch bins,FAIRYTALE,2016-10-08,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
368,BOSTON,24 inch bins,FAIRYTALE,2016-10-08,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
369,BOSTON,24 inch bins,FAIRYTALE,2016-10-15,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
370,BOSTON,24 inch bins,FAIRYTALE,2016-10-15,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
371,BOSTON,24 inch bins,FAIRYTALE,2016-10-22,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
372,BOSTON,24 inch bins,FAIRYTALE,2016-10-22,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
373,BOSTON,24 inch bins,FAIRYTALE,2016-10-29,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
374,BOSTON,24 inch bins,FAIRYTALE,2016-10-29,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
375,BOSTON,24 inch bins,FAIRYTALE,2016-11-05,MASSACHUSETTS,,extra large,ORANGE,,N,False,278.75
376,BOSTON,24 inch bins,FAIRYTALE,2016-11-05,MASSACHUSETTS,,extra large,WHITE,,N,False,278.75
377,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-09-24,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
378,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-10-01,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
379,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-10-08,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
380,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-10-15,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
381,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
382,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
383,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-11-05,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
384,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-11-12,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
385,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-11-19,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
386,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-11-26,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
387,BOSTON,1 1/9 bushel crates,PIE TYPE,2016-12-03,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
388,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-09-24,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
389,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-10-01,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
390,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-10-08,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
391,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-10-15,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
392,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
393,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
394,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-11-05,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
395,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-11-12,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
396,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-11-19,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
397,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-11-26,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
398,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-12-03,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
399,BOSTON,1 1/9 bushel cartons,PIE TYPE,2016-12-10,MASSACHUSETTS,,small,ORANGE,,N,False,15.25
400,BOSTON,24 inch bins,PIE TYPE,2016-09-24,CANADA,ONTARIO,small,ORANGE,,N,False,176.25
401,BOSTON,24 inch bins,PIE TYPE,2016-09-24,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
402,BOSTON,24 inch bins,PIE TYPE,2016-10-01,CANADA,ONTARIO,small,ORANGE,,N,False,176.25
403,BOSTON,24 inch bins,PIE TYPE,2016-10-01,MICHIGAN,,small,ORANGE,,N,False,200.0
404,BOSTON,24 inch bins,PIE TYPE,2016-10-01,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
405,BOSTON,24 inch bins,PIE TYPE,2016-10-08,CANADA,ONTARIO,small,ORANGE,,N,False,176.25
406,BOSTON,24 inch bins,PIE TYPE,2016-10-08,MICHIGAN,,small,ORANGE,,N,False,200.0
407,BOSTON,24 inch bins,PIE TYPE,2016-10-08,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
408,BOSTON,24 inch bins,PIE TYPE,2016-10-15,CANADA,ONTARIO,small,ORANGE,,N,False,177.5
409,BOSTON,24 inch bins,PIE TYPE,2016-10-15,MICHIGAN,,small,ORANGE,,N,False,195.0
410,BOSTON,24 inch bins,PIE TYPE,2016-10-15,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
411,BOSTON,24 inch bins,PIE TYPE,2016-10-15,VERMONT,,small,ORANGE,,N,False,175.0
412,BOSTON,24 inch bins,PIE TYPE,2016-10-22,CANADA,ONTARIO,small,ORANGE,,N,False,175.0
413,BOSTON,24 inch bins,PIE TYPE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,158.75
414,BOSTON,24 inch bins,PIE TYPE,2016-10-22,MICHIGAN,,small,ORANGE,,N,False,181.25
415,BOSTON,24 inch bins,PIE TYPE,2016-10-22,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
416,BOSTON,24 inch bins,PIE TYPE,2016-10-22,VERMONT,,small,ORANGE,,N,False,175.0
417,BOSTON,24 inch bins,PIE TYPE,2016-10-29,CANADA,ONTARIO,small,ORANGE,,N,False,175.0
418,BOSTON,24 inch bins,PIE TYPE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,158.75
419,BOSTON,24 inch bins,PIE TYPE,2016-10-29,MICHIGAN,,small,ORANGE,,N,False,181.25
420,BOSTON,24 inch bins,PIE TYPE,2016-10-29,PENNSYLVANIA,,small,ORANGE,,N,False,175.0
421,BOSTON,24 inch bins,PIE TYPE,2016-10-29,VERMONT,,small,ORANGE,,N,False,175.0
422,BOSTON,24 inch bins,PIE TYPE,2016-11-12,PENNSYLVANIA,,medium,ORANGE,,N,False,146.25
423,BOSTON,24 inch bins,PIE TYPE,2016-11-19,PENNSYLVANIA,,medium,ORANGE,,N,False,146.25
424,BOSTON,24 inch bins,PIE TYPE,2016-11-26,PENNSYLVANIA,,medium,ORANGE,,N,False,146.25
425,BOSTON,36 inch bins,PIE TYPE,2016-09-24,CANADA,QUEBEC,small,ORANGE,,N,False,205.0
426,BOSTON,36 inch bins,PIE TYPE,2016-09-24,MASSACHUSETTS,,medium large,ORANGE,,N,False,275.0
427,BOSTON,36 inch bins,PIE TYPE,2016-09-24,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
428,BOSTON,36 inch bins,PIE TYPE,2016-09-24,MICHIGAN,,medium large,ORANGE,,N,False,270.0
429,BOSTON,36 inch bins,PIE TYPE,2016-09-24,PENNSYLVANIA,,medium large,ORANGE,,N,False,207.5
430,BOSTON,36 inch bins,PIE TYPE,2016-09-24,PENNSYLVANIA,,small,ORANGE,,N,False,202.5
431,BOSTON,36 inch bins,PIE TYPE,2016-10-01,CANADA,QUEBEC,small,ORANGE,,N,False,205.0
432,BOSTON,36 inch bins,PIE TYPE,2016-10-01,MASSACHUSETTS,,medium large,ORANGE,,N,False,275.0
433,BOSTON,36 inch bins,PIE TYPE,2016-10-01,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
434,BOSTON,36 inch bins,PIE TYPE,2016-10-01,MICHIGAN,,medium large,ORANGE,,N,False,260.0
435,BOSTON,36 inch bins,PIE TYPE,2016-10-01,PENNSYLVANIA,,medium large,ORANGE,,N,False,201.25
436,BOSTON,36 inch bins,PIE TYPE,2016-10-01,PENNSYLVANIA,,small,ORANGE,,N,False,191.25
437,BOSTON,36 inch bins,PIE TYPE,2016-10-08,CANADA,QUEBEC,small,ORANGE,,N,False,205.0
438,BOSTON,36 inch bins,PIE TYPE,2016-10-08,MASSACHUSETTS,,medium large,ORANGE,,N,False,275.0
439,BOSTON,36 inch bins,PIE TYPE,2016-10-08,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
440,BOSTON,36 inch bins,PIE TYPE,2016-10-08,MICHIGAN,,medium large,ORANGE,,N,False,260.0
441,BOSTON,36 inch bins,PIE TYPE,2016-10-08,PENNSYLVANIA,,medium large,ORANGE,,N,False,201.25
442,BOSTON,36 inch bins,PIE TYPE,2016-10-08,PENNSYLVANIA,,small,ORANGE,,N,False,191.25
443,BOSTON,36 inch bins,PIE TYPE,2016-10-15,CANADA,QUEBEC,small,ORANGE,,N,False,205.0
444,BOSTON,36 inch bins,PIE TYPE,2016-10-15,MASSACHUSETTS,,medium large,ORANGE,,N,False,275.0
445,BOSTON,36 inch bins,PIE TYPE,2016-10-15,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
446,BOSTON,36 inch bins,PIE TYPE,2016-10-15,MICHIGAN,,medium large,ORANGE,,N,False,260.0
447,BOSTON,36 inch bins,PIE TYPE,2016-10-15,PENNSYLVANIA,,medium large,ORANGE,,N,False,206.25
448,BOSTON,36 inch bins,PIE TYPE,2016-10-15,PENNSYLVANIA,,small,ORANGE,,N,False,191.25
449,BOSTON,36 inch bins,PIE TYPE,2016-10-15,VERMONT,,small,ORANGE,,N,False,220.0
450,BOSTON,36 inch bins,PIE TYPE,2016-10-22,CANADA,QUEBEC,small,ORANGE,,N,False,197.5
451,BOSTON,36 inch bins,PIE TYPE,2016-10-22,MASSACHUSETTS,,medium large,ORANGE,,N,False,271.25
452,BOSTON,36 inch bins,PIE TYPE,2016-10-22,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
453,BOSTON,36 inch bins,PIE TYPE,2016-10-22,MICHIGAN,,medium large,ORANGE,,N,False,258.75
454,BOSTON,36 inch bins,PIE TYPE,2016-10-22,PENNSYLVANIA,,medium large,ORANGE,,N,False,203.75
455,BOSTON,36 inch bins,PIE TYPE,2016-10-22,PENNSYLVANIA,,small,ORANGE,,N,False,188.75
456,BOSTON,36 inch bins,PIE TYPE,2016-10-22,VERMONT,,small,ORANGE,,N,False,207.5
457,BOSTON,36 inch bins,PIE TYPE,2016-10-29,CANADA,QUEBEC,small,ORANGE,,N,False,197.5
458,BOSTON,36 inch bins,PIE TYPE,2016-10-29,MASSACHUSETTS,,medium large,ORANGE,,N,False,271.25
459,BOSTON,36 inch bins,PIE TYPE,2016-10-29,MASSACHUSETTS,,small,ORANGE,,N,False,215.0
460,BOSTON,36 inch bins,PIE TYPE,2016-10-29,MICHIGAN,,medium large,ORANGE,,N,False,258.75
461,BOSTON,36 inch bins,PIE TYPE,2016-10-29,PENNSYLVANIA,,medium large,ORANGE,,N,False,203.75
462,BOSTON,36 inch bins,PIE TYPE,2016-10-29,PENNSYLVANIA,,small,ORANGE,,N,False,188.75
463,BOSTON,36 inch bins,PIE TYPE,2016-10-29,VERMONT,,small,ORANGE,,N,False,207.5
